timestamp,end_timestamp,label,start_price,end_price
1577750400000.0,1578636000000.0,0,7234.0,7752.37
1577763600000.0,1577787300000.0,1,7219.99,7300.01
1577787300000.0,1577803800000.0,-1,7300.01,7216.98
1577803800000.0,1577919300000.0,-1,7216.98,7141.86
1577806200000.0,1577973600000.0,-1,7165.56,7063.44
1577814900000.0,1577936700000.0,-1,7187.94,7114.3
1577830800000.0,1577919300000.0,-1,7231.47,7141.86
1577849100000.0,1577919300000.0,-1,7225.06,7141.86
1577877900000.0,1577919300000.0,-1,7229.49,7141.86
1577894400000.0,1577919300000.0,-1,7201.78,7141.86
1577919300000.0,1577973600000.0,-1,7141.86,7063.44
1577936700000.0,1577973600000.0,-1,7114.3,7063.44
1577949900000.0,1577973600000.0,-1,7162.22,7063.44
1577960400000.0,1577973600000.0,-1,7127.24,7063.44
1577973600000.0,1577983800000.0,-1,7063.44,6973.37
1577983800000.0,1578025800000.0,1,6973.37,7200.0
1577985300000.0,1578025800000.0,1,6973.39,7200.0
1577993400000.0,1578025800000.0,1,6951.46,7200.0
1578011700000.0,1578025800000.0,1,6930.01,7200.0
1578018300000.0,1578025800000.0,1,7012.85,7200.0
1578025800000.0,1578047100000.0,1,7200.0,7341.39
1578027000000.0,1578047100000.0,1,7197.0,7341.39
1578031500000.0,1578067500000.0,1,7233.26,7364.05
1578040800000.0,1578185100000.0,1,7308.0,7449.55
1578042900000.0,1578188100000.0,1,7323.69,7457.0
1578047100000.0,1578054300000.0,-1,7341.39,7270.0
1578054300000.0,1578185100000.0,1,7270.0,7449.55
1578060600000.0,1578185100000.0,1,7294.0,7449.55
1578067500000.0,1578141300000.0,-1,7364.05,7296.91
1578070200000.0,1578267300000.0,1,7344.61,7479.58
1578077700000.0,1578185100000.0,1,7313.18,7449.55
1578085800000.0,1578185100000.0,1,7321.24,7449.55
1578094500000.0,1578185100000.0,1,7322.8,7449.55
1578112200000.0,1578267300000.0,1,7350.0,7479.58
1578127200000.0,1578185100000.0,1,7318.79,7449.55
1578141300000.0,1578185100000.0,1,7296.91,7449.55
1578156300000.0,1578185100000.0,1,7296.74,7449.55
1578163800000.0,1578185100000.0,1,7337.92,7449.55
1578169500000.0,1578267300000.0,1,7370.19,7479.58
1578185100000.0,1578244200000.0,-1,7449.55,7390.47
1578188100000.0,1578244200000.0,-1,7457.0,7390.47
1578195600000.0,1578244200000.0,-1,7453.66,7390.47
1578208500000.0,1578260100000.0,-1,7428.0,7358.93
1578218400000.0,1578260100000.0,-1,7438.17,7358.93
1578231600000.0,1578244200000.0,-1,7453.04,7390.47
1578244200000.0,1578276300000.0,1,7390.47,7516.71
1578260100000.0,1578267300000.0,1,7358.93,7479.58
1578267300000.0,1578344400000.0,1,7479.58,7659.35
1578276300000.0,1578344400000.0,1,7516.71,7659.35
1578279300000.0,1578344400000.0,1,7524.59,7659.35
1578282000000.0,1578344400000.0,1,7515.24,7659.35
1578291900000.0,1578344400000.0,1,7541.44,7659.35
1578305700000.0,1578344400000.0,1,7551.76,7659.35
1578315300000.0,1578344400000.0,1,7520.23,7659.35
1578319500000.0,1578344400000.0,1,7538.5,7659.35
1578327900000.0,1578344400000.0,1,7547.79,7659.35
1578344400000.0,1578353400000.0,1,7659.35,7833.16
1578349500000.0,1578355800000.0,1,7737.99,7970.0
1578351000000.0,1578355800000.0,1,7737.38,7970.0
