timestamp,sma_20
1577750400000.0,0.0
1577763600000.0,0.0
1577787300000.0,0.0
1577803800000.0,0.0
1577806200000.0,0.0
1577814900000.0,0.0
1577830800000.0,0.0
1577849100000.0,0.0
1577877900000.0,0.0
1577894400000.0,0.0
1577919300000.0,0.0
1577936700000.0,0.0
1577949900000.0,0.0
1577960400000.0,0.0
1577973600000.0,0.0
1577983800000.0,0.0
1577985300000.0,0.0
1577993400000.0,0.0
1578011700000.0,0.0
1578018300000.0,7133.121
1578025800000.0,7131.421
1578027000000.0,7130.2715
1578031500000.0,7126.934
1578040800000.0,7131.485
1578042900000.0,7139.3915
1578047100000.0,7147.064
1578054300000.0,7148.9905
1578060600000.0,7152.4375
1578067500000.0,7159.1655
1578070200000.0,7166.307
1578077700000.0,7174.873
1578085800000.0,7185.22
1578094500000.0,7193.249
1578112200000.0,7204.387
1578127200000.0,7217.1545
1578141300000.0,7233.3315
1578156300000.0,7249.499
1578163800000.0,7268.822
1578169500000.0,7290.831
1578185100000.0,7312.666
1578188100000.0,7325.516
1578195600000.0,7338.349
1578208500000.0,7348.086
1578218400000.0,7354.5945
1578231600000.0,7361.062
1578244200000.0,7363.516
1578260100000.0,7367.9625
1578267300000.0,7377.2415
1578276300000.0,7384.8745
1578279300000.0,7393.8735
1578282000000.0,7403.9765
1578291900000.0,7414.9865
1578305700000.0,7426.4345
1578315300000.0,7434.946
1578319500000.0,7445.9315
1578327900000.0,7458.4755
1578344400000.0,7476.606
1578349500000.0,7496.6095
1578351000000.0,7514.969
1578353400000.0,7534.1495
1578355800000.0,7559.7995
1578357300000.0,7581.6275
1578358800000.0,7606.283
1578363600000.0,7628.2095
1578371700000.0,7650.1715
1578380700000.0,7674.548
1578391800000.0,7701.5945
1578398400000.0,7719.512
1578402300000.0,7737.206
1578408600000.0,7749.3395
1578412500000.0,7768.0025
1578414600000.0,7786.254
1578417300000.0,7806.521
1578421200000.0,7834.644
1578422400000.0,7861.719
1578424800000.0,7889.7555
1578429300000.0,7914.2635
1578431700000.0,7929.4975
1578434100000.0,7945.18
1578437100000.0,7962.3955
1578441000000.0,7975.878
1578442500000.0,7998.264
1578444300000.0,8019.927
1578445500000.0,8045.261
1578447900000.0,8068.9525
1578450900000.0,8088.2685
1578453900000.0,8109.6575
1578459000000.0,8134.698
1578465900000.0,8157.0285
1578472500000.0,8185.6155
1578479400000.0,8206.424
1578488100000.0,8230.362
1578490500000.0,8246.046
1578492900000.0,8256.4915
1578496200000.0,8266.9845
1578499500000.0,8273.171
1578501300000.0,8269.3035
1578501900000.0,8271.8905
1578503400000.0,8273.8815
1578505500000.0,8267.501
1578511800000.0,8251.697
1578514200000.0,8234.766
1578516600000.0,8217.65
1578521100000.0,8200.8135
1578527700000.0,8180.559
1578531600000.0,8166.088
1578541200000.0,8145.8205
1578550500000.0,8126.151
1578558000000.0,8104.591
1578563700000.0,8081.352
1578569400000.0,8062.6185
1578576000000.0,8038.7915
1578584700000.0,8016.6025
1578588900000.0,7992.1665
1578593700000.0,7973.7405
1578600000000.0,7953.208
1578603300000.0,7940.702
1578605700000.0,7927.262
1578613200000.0,7913.437
1578624900000.0,7898.3565
1578636000000.0,7889.7965
1578643200000.0,7876.3465
1578648900000.0,7864.059
1578653400000.0,7853.0915
1578656400000.0,7849.2945
1578660600000.0,7845.702
1578664200000.0,7847.738
1578667200000.0,7852.593
1578669600000.0,7864.193
1578672300000.0,7871.249
1578673800000.0,7872.633
1578676500000.0,7879.3725
1578679800000.0,7891.61
1578682200000.0,7902.773
1578684600000.0,7910.49
1578689700000.0,7922.174
1578693600000.0,7939.159
1578700200000.0,7956.729
1578704400000.0,7975.4535
1578708900000.0,7994.8075
1578716700000.0,8012.129
1578724200000.0,8028.4965
1578730200000.0,8044.5775
1578738600000.0,8056.1795
1578745500000.0,8066.2385
1578753900000.0,8077.865
1578760500000.0,8087.0425
1578765900000.0,8095.4375
1578778800000.0,8094.909
1578780000000.0,8097.1575
1578784500000.0,8100.6735
1578789300000.0,8102.9375
1578800100000.0,8104.1265
1578814500000.0,8109.1515
1578825300000.0,8113.398
1578838200000.0,8115.932
1578848700000.0,8114.0465
1578850500000.0,8112.4835
1578860700000.0,8112.3765
1578873600000.0,8110.71
1578886500000.0,8109.42
1578901200000.0,8110.5365
1578916800000.0,8110.338
1578930900000.0,8114.4375
1578948300000.0,8117.4985
1578961800000.0,8125.068
1578963300000.0,8135.3835
1578964800000.0,8146.2345
1578966600000.0,8161.082
1578971100000.0,8184.906
1578974700000.0,8209.756
1578978600000.0,8231.678
1578985800000.0,8253.9845
1578995100000.0,8274.2025
1579002000000.0,8291.422
1579005600000.0,8313.0065
1579008900000.0,8339.824
1579011600000.0,8366.2755
1579012800000.0,8391.3535
1579015500000.0,8414.5345
1579017900000.0,8442.199
1579020300000.0,8473.96
1579021800000.0,8509.5125
1579024200000.0,8543.264
1579026600000.0,8573.99
1579029000000.0,8594.2675
1579035900000.0,8616.794
1579044300000.0,8632.886
1579046700000.0,8655.1345
1579048800000.0,8667.9275
1579052100000.0,8679.5855
1579058700000.0,8685.0675
1579062300000.0,8688.836
1579065300000.0,8696.563
1579071600000.0,8704.4635
1579079100000.0,8714.724
1579083600000.0,8720.468
1579088400000.0,8725.3135
1579093200000.0,8735.5875
1579096800000.0,8747.957
1579098000000.0,8758.4015
1579100700000.0,8762.0345
1579103400000.0,8762.2375
1579105200000.0,8760.9865
1579110300000.0,8761.691
1579116300000.0,8768.795
1579122300000.0,8771.0175
1579129800000.0,8771.5825
1579134300000.0,8762.457
1579137900000.0,8756.2495
1579141800000.0,8750.0395
1579147500000.0,8753.3495
1579155600000.0,8758.098
1579163100000.0,8755.3725
1579169400000.0,8757.563
1579175100000.0,8757.67
1579178700000.0,8753.476
1579182900000.0,8749.6415
1579189200000.0,8738.054
1579194300000.0,8732.512
1579202100000.0,8724.956
1579209900000.0,8720.738
1579221300000.0,8719.4475
1579229700000.0,8720.297
1579233900000.0,8724.9685
1579240200000.0,8731.0135
1579242000000.0,8733.063
1579244700000.0,8744.287
1579248900000.0,8760.009
1579253400000.0,8773.923
1579256700000.0,8788.199
1579261800000.0,8795.51
1579264200000.0,8801.725
1579270200000.0,8812.1405
1579275300000.0,8821.73
