timestamp,rolling_max_10
1577750400000.0,0.0
1577763600000.0,0.0
1577787300000.0,0.0
1577803800000.0,0.0
1577806200000.0,0.0
1577814900000.0,0.0
1577830800000.0,0.0
1577849100000.0,0.0
1577877900000.0,0.0
1577894400000.0,7300.01
1577919300000.0,7300.01
1577936700000.0,7300.01
1577949900000.0,7231.47
1577960400000.0,7231.47
1577973600000.0,7231.47
1577983800000.0,7231.47
1577985300000.0,7229.49
1577993400000.0,7229.49
1578011700000.0,7201.78
1578018300000.0,7162.22
1578025800000.0,7200.0
1578027000000.0,7200.0
1578031500000.0,7233.26
1578040800000.0,7308.0
1578042900000.0,7323.69
1578047100000.0,7341.39
1578054300000.0,7341.39
1578060600000.0,7341.39
1578067500000.0,7364.05
1578070200000.0,7364.05
1578077700000.0,7364.05
1578085800000.0,7364.05
1578094500000.0,7364.05
1578112200000.0,7364.05
1578127200000.0,7364.05
1578141300000.0,7364.05
1578156300000.0,7364.05
1578163800000.0,7364.05
1578169500000.0,7370.19
1578185100000.0,7449.55
1578188100000.0,7457.0
1578195600000.0,7457.0
1578208500000.0,7457.0
1578218400000.0,7457.0
1578231600000.0,7457.0
1578244200000.0,7457.0
1578260100000.0,7457.0
1578267300000.0,7479.58
1578276300000.0,7516.71
1578279300000.0,7524.59
1578282000000.0,7524.59
1578291900000.0,7541.44
1578305700000.0,7551.76
1578315300000.0,7551.76
1578319500000.0,7551.76
1578327900000.0,7551.76
1578344400000.0,7659.35
1578349500000.0,7737.99
1578351000000.0,7737.99
1578353400000.0,7833.16
1578355800000.0,7970.0
1578357300000.0,7970.0
1578358800000.0,7970.0
1578363600000.0,7970.0
1578371700000.0,7970.0
1578380700000.0,7970.0
1578391800000.0,7970.0
1578398400000.0,7970.0
1578402300000.0,7970.0
1578408600000.0,7970.0
1578412500000.0,7921.11
1578414600000.0,7921.11
1578417300000.0,7957.1
1578421200000.0,8082.69
1578422400000.0,8082.69
1578424800000.0,8108.52
1578429300000.0,8149.51
1578431700000.0,8149.51
1578434100000.0,8149.51
1578437100000.0,8177.47
1578441000000.0,8239.65
1578442500000.0,8337.94
1578444300000.0,8354.37
1578445500000.0,8383.38
1578447900000.0,8383.38
1578450900000.0,8383.38
1578453900000.0,8383.38
1578459000000.0,8383.38
1578465900000.0,8383.38
1578472500000.0,8383.38
1578479400000.0,8383.38
1578488100000.0,8385.23
1578490500000.0,8385.23
1578492900000.0,8385.23
1578496200000.0,8385.23
1578499500000.0,8385.23
1578501300000.0,8385.23
1578501900000.0,8385.23
1578503400000.0,8385.23
1578505500000.0,8385.23
1578511800000.0,8385.23
1578514200000.0,8291.6
1578516600000.0,8291.6
1578521100000.0,8289.86
1578527700000.0,8232.25
1578531600000.0,8094.41
1578541200000.0,8094.41
1578550500000.0,8090.85
1578558000000.0,8049.86
1578563700000.0,8046.65
1578569400000.0,8046.65
1578576000000.0,8046.65
1578584700000.0,8046.65
1578588900000.0,7974.9
1578593700000.0,7974.9
1578600000000.0,7945.35
1578603300000.0,7945.35
1578605700000.0,7930.0
1578613200000.0,7930.0
1578624900000.0,7930.0
1578636000000.0,7921.34
1578643200000.0,7921.34
1578648900000.0,7921.34
1578653400000.0,7921.34
1578656400000.0,7885.08
1578660600000.0,7903.05
1578664200000.0,7963.01
1578667200000.0,8042.45
1578669600000.0,8118.0
1578672300000.0,8118.0
1578673800000.0,8118.0
1578676500000.0,8118.0
1578679800000.0,8118.0
1578682200000.0,8118.0
1578684600000.0,8118.0
1578689700000.0,8118.0
1578693600000.0,8161.74
1578700200000.0,8177.01
1578704400000.0,8188.84
1578708900000.0,8188.84
1578716700000.0,8188.84
1578724200000.0,8188.84
1578730200000.0,8188.84
1578738600000.0,8188.84
1578745500000.0,8188.84
1578753900000.0,8188.84
1578760500000.0,8188.84
1578765900000.0,8210.35
1578778800000.0,8210.35
1578780000000.0,8210.35
1578784500000.0,8210.35
1578789300000.0,8210.35
1578800100000.0,8210.35
1578814500000.0,8210.35
1578825300000.0,8210.35
1578838200000.0,8210.35
1578848700000.0,8210.35
1578850500000.0,8160.61
1578860700000.0,8186.7
1578873600000.0,8186.7
1578886500000.0,8186.7
1578901200000.0,8186.7
1578916800000.0,8186.7
1578930900000.0,8186.7
1578948300000.0,8186.7
1578961800000.0,8286.97
1578963300000.0,8352.87
1578964800000.0,8427.37
1578966600000.0,8427.37
1578971100000.0,8536.79
1578974700000.0,8536.79
1578978600000.0,8536.79
1578985800000.0,8541.66
1578995100000.0,8541.66
1579002000000.0,8541.66
1579005600000.0,8541.66
1579008900000.0,8660.38
1579011600000.0,8674.78
1579012800000.0,8688.26
1579015500000.0,8688.26
1579017900000.0,8688.26
1579020300000.0,8715.22
1579021800000.0,8795.0
1579024200000.0,8816.36
1579026600000.0,8816.36
1579029000000.0,8816.36
1579035900000.0,8816.36
1579044300000.0,8816.36
1579046700000.0,8849.35
1579048800000.0,8849.35
1579052100000.0,8849.35
1579058700000.0,8849.35
1579062300000.0,8849.35
1579065300000.0,8849.35
1579071600000.0,8849.35
1579079100000.0,8849.35
1579083600000.0,8849.35
1579088400000.0,8849.35
1579093200000.0,8893.74
1579096800000.0,8893.74
1579098000000.0,8893.74
1579100700000.0,8893.74
1579103400000.0,8893.74
1579105200000.0,8893.74
1579110300000.0,8893.74
1579116300000.0,8893.74
1579122300000.0,8893.74
1579129800000.0,8893.74
1579134300000.0,8847.85
1579137900000.0,8847.85
1579141800000.0,8847.85
1579147500000.0,8847.85
1579155600000.0,8847.85
1579163100000.0,8847.85
1579169400000.0,8847.85
1579175100000.0,8847.85
1579178700000.0,8760.51
1579182900000.0,8745.0
1579189200000.0,8745.0
1579194300000.0,8745.0
1579202100000.0,8745.0
1579209900000.0,8745.0
1579221300000.0,8773.25
1579229700000.0,8808.33
1579233900000.0,8869.52
1579240200000.0,8955.5
1579242000000.0,8955.5
1579244700000.0,8984.99
1579248900000.0,8984.99
1579253400000.0,8984.99
1579256700000.0,8984.99
1579261800000.0,8984.99
1579264200000.0,8984.99
1579270200000.0,8984.99
1579275300000.0,8984.99
1579280100000.0,8984.99
1579286400000.0,8984.99
1579290900000.0,8981.28
1579298700000.0,8946.78
1579307100000.0,8943.15
1579313700000.0,8943.15
1579323000000.0,8943.15
